id,dilemma_type,dilemma,advisor_type,counterbalancing,advisor_comparison_order,age,gender,attention,trust_baseline,trust_other_issues_baseline,empathy_baseline,competency_baseline,trust_overall,trust_other_issues_overall,empathy_overall,competency_overall,likely_human,surprised_AI,compare_trust_cons_deon,compare_trust_cons_util,compare_trust_norm_sens,compare_trust_non_norm_sens,compare_likely_human_cons_deon,compare_likely_human_cons_util,compare_likely_human_norm_sens,compare_likely_human_non_norm_sens,rank_likely_human_cons_deon,rank_likely_human_cons_util,rank_likely_human_norm_sens,rank_likely_human_non_norm_sens,own_judgement_baseline,own_judgement_irrelevant,own_judgement_relevant
275,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,35,Male,TikTok,7,7,7,7,7,7,7,7,7,4,7,1,4,1,7,7,1,1,1,2,3,4,1,1,1
276,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyRelevant_First,NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological,36,Female,TikTok,5,6,5,6,5,5,4,5,3,1,5,2,5,2,5,1,5,3,2,4,1,3,3,3,6
277,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,28,Male,TikTok,5,6,6,6,7,6,7,6,5,2,6,2,6,2,6,4,6,4,2,3,1,4,2,2,5
278,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,51,Male,TikTok,1,1,1,1,1,1,1,1,4,2,5,1,2,1,5,3,4,4,1,4,3,2,1,1,1
279,InstrumentalHarm,Bomb,ConsistentlyUtilitarian,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological,37,Female,TikTok,3,1,2,3,4,4,4,4,1,1,5,1,4,1,7,1,5,3,1,4,3,2,1,1,3
280,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,44,Female,TikTok,7,7,4,7,7,7,4,7,5,3,7,1,2,1,6,2,2,4,1,4,2,3,1,1,1
281,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive,63,Female,TikTok,4,4,3,5,6,6,3,6,1,1,6,6,6,1,6,1,4,7,1,4,2,3,5,5,7
282,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,29,Female,TikTok,6,4,5,5,6,5,5,5,4,2,5,2,5,4,4,4,4,4,2,1,3,4,4,5,5
283,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive,48,Male,TikTok,5,5,5,5,3,3,4,3,5,6,5,4,6,2,5,1,2,4,1,4,3,2,4,4,6
284,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyRelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,58,Female,TikTok,3,2,2,3,5,4,4,4,5,3,7,2,5,2,7,1,7,2,1,3,2,4,3,3,3
285,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,44,Male,TikTok,4,4,4,4,5,5,5,5,4,1,3,4,6,2,4,4,4,5,2,4,3,1,5,6,6
286,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,37,Male,TikTok,5,6,5,7,7,6,5,6,3,2,2,4,3,1,6,7,3,2,2,1,4,3,7,7,7
287,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive,34,Female,TikTok,3,3,3,4,3,2,1,2,7,6,1,6,1,1,2,7,1,1,2,1,3,4,6,6,7
288,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,42,Male,TikTok,5,5,1,5,6,6,1,6,4,1,6,1,2,1,4,4,4,4,2,4,3,1,1,1,1
289,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive,23,Female,TikTok,7,6,6,7,4,3,3,3,1,1,4,4,5,5,5,5,4,6,1,2,3,4,3,3,4
290,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,46,Female,TikTok,4,6,5,5,2,2,2,2,6,7,3,2,6,1,7,2,6,1,1,3,2,4,3,3,5
291,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyRelevant_First,NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,70,Male,TikTok,7,7,7,7,2,2,2,2,1,1,1,1,7,1,7,1,1,1,1,4,2,3,1,1,1
292,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,43,Male,TikTok,3,3,2,3,3,3,2,3,5,2,7,2,3,3,7,1,4,4,1,4,3,2,1,1,1
293,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,37,Female,TikTok,7,7,7,7,4,5,5,5,1,1,5,5,5,5,1,1,7,1,4,2,1,3,1,1,7
294,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,51,Male,TikTok,4,6,4,6,2,2,4,2,4,2,6,4,4,1,5,5,3,2,1,2,3,4,1,1,1
295,InstrumentalHarm,Bomb,ConsistentlyUtilitarian,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,56,Female,TikTok,3,3,2,2,3,2,2,2,6,1,5,1,3,1,5,1,1,5,2,4,3,1,2,2,4
296,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive,26,Female,TikTok,4,5,3,4,5,5,5,5,1,1,3,3,6,1,1,2,6,1,3,2,1,4,5,4,7
297,InstrumentalHarm,Hostage,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive,33,Male,TikTok,7,6,7,7,4,3,3,3,2,1,7,1,4,2,7,2,1,5,1,3,4,2,1,1,2
298,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological,37,Female,Facebook,6,6,7,6,5,5,6,5,5,6,6,1,5,2,6,2,6,3,1,4,2,3,1,5,3
299,InstrumentalHarm,Hostage,NormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,35,Female,TikTok,6,6,6,6,4,4,4,4,2,2,6,2,2,2,6,2,2,2,1,4,2,3,1,1,1
300,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyIrrelevant_First,NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,22,Female,TikTok,2,4,1,2,1,1,1,1,7,1,7,7,7,1,4,7,7,1,3,2,1,4,7,7,7
301,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive,26,Female,TikTok,4,3,4,4,4,4,5,5,4,2,4,4,5,1,4,4,6,7,3,4,2,1,4,4,6
302,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,40,Female,TikTok,7,7,7,6,1,1,2,2,6,2,7,6,5,1,7,2,3,7,1,4,3,2,1,1,2
303,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological,50,Female,TikTok,5,6,6,5,5,6,5,6,6,5,5,1,4,1,3,2,5,2,2,3,1,4,1,1,3
304,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive,40,Male,YouTube,3,3,3,3,6,5,6,6,3,3,6,6,6,6,3,4,3,5,2,3,1,4,2,2,2
305,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive,63,Female,TikTok,1,1,1,1,1,1,1,1,4,7,1,5,4,4,1,4,4,4,4,1,3,2,7,7,7
306,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,32,Female,TikTok,1,1,4,3,1,1,4,3,2,1,6,1,2,1,6,1,2,1,1,4,2,3,1,1,2
307,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,31,Female,TikTok,4,5,5,5,7,7,7,7,4,4,4,4,4,4,4,4,4,4,2,3,4,1,5,5,5
308,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,61,Male,TikTok,2,2,2,2,2,1,1,2,3,2,4,4,3,2,4,2,3,4,4,1,3,2,2,2,3
309,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive,28,Female,TikTok,6,7,7,7,3,2,2,2,7,6,6,2,3,1,7,2,1,7,2,4,3,1,1,1,1
310,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,69,Male,TikTok,5,4,2,4,5,4,2,4,7,6,5,5,5,5,1,7,7,1,3,1,2,4,7,7,7
311,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive,43,Male,TikTok,6,6,6,6,5,5,5,5,5,3,6,6,5,1,6,4,6,4,2,4,1,3,3,3,5
312,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive,74,Female,Radio,2,2,2,1,2,2,2,2,3,7,2,2,6,2,3,3,6,3,1,3,4,2,1,1,6
313,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,34,Male,Newspapers,4,4,3,4,4,3,2,4,5,5,4,3,3,4,3,3,4,3,4,3,1,2,1,1,1
314,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive,21,Female,TikTok,5,5,3,4,3,3,2,3,2,5,5,5,5,2,3,3,7,5,3,4,1,2,2,2,5
315,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,62,Male,TikTok,3,2,1,3,3,2,1,2,5,6,2,3,5,1,2,2,5,4,3,4,1,2,2,2,5
316,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive,60,Male,TikTok,5,5,4,5,3,3,3,3,3,2,6,1,3,3,5,2,2,3,1,4,3,2,1,1,1
317,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive,68,Female,TikTok,2,2,7,3,1,1,1,1,1,1,2,5,6,1,5,5,6,1,3,2,1,4,5,5,6
318,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,28,Male,TikTok,6,6,7,7,4,3,4,3,4,7,4,4,7,1,2,7,7,6,4,2,1,3,1,1,7
319,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive,73,Female,TikTok,5,5,5,5,6,6,4,5,4,3,5,5,4,2,4,4,5,4,2,3,1,4,3,3,4
320,InstrumentalHarm,Hostage,NormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,56,Female,TikTok,5,5,5,5,5,5,5,5,2,2,7,1,7,1,7,1,7,1,1,4,2,3,1,1,4
321,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive,34,Male,TikTok,3,2,2,3,3,2,2,4,2,2,5,2,7,2,7,1,7,1,1,3,2,4,2,2,5
322,InstrumentalHarm,Hostage,NormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,27,Male,TikTok,5,5,5,5,5,5,5,5,5,6,5,2,5,5,5,1,5,5,1,4,3,2,3,3,3
323,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,32,Male,TikTok,5,4,5,5,5,3,5,4,2,1,6,1,3,5,6,2,4,5,1,4,3,2,1,2,3
324,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive,31,Female,TikTok,6,4,6,5,6,5,7,6,6,5,6,4,5,2,6,3,4,2,1,3,2,4,2,2,3
325,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian,72,Male,TikTok,7,5,5,7,7,5,5,7,7,1,7,7,7,1,7,4,2,7,1,3,4,2,1,1,1
326,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,44,Female,TikTok,5,5,4,5,4,4,4,4,5,6,5,3,4,4,4,6,2,4,1,4,2,3,2,2,2
327,InstrumentalHarm,Bomb,NormativelySensitive,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,60,Female,TikTok,5,5,3,4,5,5,4,4,2,1,6,5,5,2,6,2,4,7,2,4,3,1,2,2,4
328,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,55,Male,TikTok,7,7,5,6,7,6,4,6,5,4,6,1,3,2,6,1,5,2,1,3,2,4,1,1,2
329,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian,57,Male,TikTok,6,6,7,7,1,1,1,1,2,1,5,5,6,1,3,3,3,2,4,3,2,1,2,2,5
330,InstrumentalHarm,Hostage,NormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological,60,Male,TikTok,6,6,4,5,1,1,1,1,2,2,7,1,1,5,7,5,2,4,1,3,4,2,1,1,1
331,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,22,Male,TikTok,4,4,4,5,2,2,2,3,6,6,4,3,6,1,4,2,3,6,2,4,3,1,2,2,5
332,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,29,Male,TikTok,4,3,5,3,3,2,3,2,3,3,5,2,4,2,4,6,3,6,2,3,1,4,3,3,5
333,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,44,Male,TikTok,6,6,6,7,7,7,6,7,5,6,7,1,4,2,6,5,4,3,1,2,3,4,1,1,1
334,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,29,Male,TikTok,2,1,7,1,1,1,7,1,6,7,1,7,4,1,2,7,7,1,3,1,2,4,7,7,7
335,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive,51,Male,TikTok,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,2,1,1,1
336,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,39,Female,TV,3,5,6,5,4,5,6,5,2,7,6,1,5,2,5,3,2,1,4,3,2,1,2,1,2
337,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,32,Female,TikTok,6,5,3,5,4,3,3,3,3,3,4,4,6,3,2,2,6,5,3,4,2,1,2,2,6
338,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,68,Female,TikTok,7,7,7,7,6,6,6,6,2,1,7,1,6,1,1,7,6,7,4,2,3,1,1,4,2
339,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological_NormativelySensitive,64,Female,TikTok,5,5,6,6,6,6,7,6,3,2,4,4,4,1,6,4,2,3,1,2,3,4,3,2,4
340,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,49,Female,TikTok,2,1,1,2,3,2,2,2,2,1,4,3,5,3,5,4,4,4,2,4,1,3,3,2,4
341,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,63,Male,TikTok,5,5,6,5,5,5,6,5,5,2,6,5,4,4,4,4,4,4,4,1,3,2,1,1,1
342,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyRelevant_First,NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,26,Male,TikTok,5,5,6,6,1,1,1,1,3,1,4,3,6,1,5,2,6,1,2,3,1,4,3,3,7
343,InstrumentalHarm,Bomb,ConsistentlyUtilitarian,MorallyRelevant_First,ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive,23,Male,TikTok,3,3,3,3,5,5,3,4,2,3,5,3,5,1,2,4,5,4,2,3,1,4,5,5,6
344,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,25,Female,TikTok,4,4,4,4,2,2,4,3,4,2,5,5,6,2,6,5,5,4,1,2,3,4,4,4,5
345,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive_ConsistentlyDeontological,26,Male,TikTok,5,7,4,5,2,2,4,3,6,5,6,6,5,2,5,3,4,6,2,4,3,1,1,1,1
346,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyDeontological_NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian,29,Female,Facebook,7,7,4,7,7,7,4,7,7,1,7,1,1,1,7,1,1,1,1,4,2,3,1,1,1
347,InstrumentalHarm,EnemySpy,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,46,Female,TikTok,5,5,6,5,3,2,5,4,1,2,5,5,6,1,4,6,4,1,3,2,1,4,2,2,2
348,InstrumentalHarm,Hostage,NormativelySensitive,MorallyRelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,61,Female,TikTok,3,3,6,4,5,6,6,6,1,1,6,2,5,2,5,1,5,5,3,1,4,2,2,6,6
349,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive,61,Female,TikTok,4,4,3,5,3,2,2,4,4,6,7,2,5,1,7,4,4,3,1,3,2,4,1,1,3
350,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive,65,Female,TikTok,1,2,1,1,1,2,1,1,1,1,7,1,2,1,7,1,5,6,1,4,2,3,1,1,2
351,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,71,Female,TikTok,4,4,5,5,5,5,5,5,5,4,5,1,4,1,7,1,4,1,1,3,2,4,1,1,2
352,InstrumentalHarm,Bomb,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_ConsistentlyDeontological_NormativelySensitive,55,Female,TikTok,4,5,7,4,2,1,2,3,5,1,7,1,5,2,7,1,3,1,1,4,2,3,3,3,6
353,InstrumentalHarm,Hostage,NormativelySensitive,MorallyRelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,51,Female,TikTok,7,7,7,7,4,5,4,5,1,1,7,1,3,1,7,1,1,4,1,4,3,2,1,1,1
354,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyIrrelevant_First,NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,31,Male,TikTok,5,6,5,6,3,2,2,2,2,1,4,4,7,1,3,3,6,4,3,4,1,2,3,3,7
355,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive,31,Female,TikTok,1,1,2,2,4,2,1,1,1,1,7,1,5,2,7,1,5,4,1,4,2,3,1,1,2
356,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,ConsistentlyDeontological_ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive,48,Male,TV,5,6,6,6,5,6,5,6,4,2,5,2,5,2,4,4,4,4,4,3,1,2,1,1,2
357,InstrumentalHarm,EnemySpy,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyUtilitarian_ConsistentlyDeontological_NonNormativelySensitive_NormativelySensitive,60,Male,TikTok,2,1,2,2,2,1,2,2,2,2,6,2,3,1,6,2,6,1,2,3,1,4,1,1,1
358,InstrumentalHarm,Bomb,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,28,Female,TikTok,4,4,3,3,3,2,2,3,2,3,4,5,5,2,2,5,5,3,1,3,4,2,3,3,5
359,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,64,Male,TikTok,7,6,6,6,6,6,6,6,4,7,7,2,2,2,7,1,4,4,1,4,2,3,1,1,1
360,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyRelevant_First,NormativelySensitive_ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian,74,Male,TikTok,5,5,4,5,5,5,4,5,5,7,5,1,3,2,5,1,3,2,1,4,2,3,5,5,5
361,InstrumentalHarm,Hostage,NonNormativelySensitive,MorallyIrrelevant_First,NormativelySensitive_NonNormativelySensitive_ConsistentlyUtilitarian_ConsistentlyDeontological,58,Male,TikTok,7,7,4,7,1,1,1,1,5,6,3,3,5,1,5,3,2,5,3,4,1,2,1,1,5
362,InstrumentalHarm,Hostage,ConsistentlyDeontological,MorallyIrrelevant_First,ConsistentlyDeontological_NormativelySensitive_ConsistentlyUtilitarian_NonNormativelySensitive,57,Female,TikTok,7,7,7,7,5,5,5,5,1,1,7,1,5,1,1,7,6,7,4,2,3,1,1,1,5
363,InstrumentalHarm,Hostage,ConsistentlyUtilitarian,MorallyIrrelevant_First,ConsistentlyDeontological_NonNormativelySensitive_ConsistentlyUtilitarian_NormativelySensitive,18,Male,TikTok,1,1,1,4,2,1,2,3,4,4,7,1,7,6,1,1,7,7,1,4,3,2,1,1,1
364,InstrumentalHarm,EnemySpy,NormativelySensitive,MorallyIrrelevant_First,ConsistentlyUtilitarian_NonNormativelySensitive_NormativelySensitive_ConsistentlyDeontological,72,Male,TikTok,6,6,7,6,6,6,7,6,6,7,6,3,5,2,5,4,6,7,3,4,2,1,2,2,3
365,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyIrrelevant_First,NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological_ConsistentlyUtilitarian,46,Female,TikTok,4,4,6,4,4,4,5,5,2,1,4,4,5,2,2,2,5,5,3,4,1,2,6,6,7
366,InstrumentalHarm,EnemySpy,ConsistentlyDeontological,MorallyRelevant_First,ConsistentlyUtilitarian_NormativelySensitive_NonNormativelySensitive_ConsistentlyDeontological,27,Male,TikTok,3,3,2,3,5,4,4,4,3,5,7,5,4,1,6,6,4,2,2,1,3,4,3,4,5
